Provider,Total_Inpatient_Claims,Total_Claim_Amt,Avg_Claim_Amt,Claim_Amt_Std,Total_Deductible_Amt,Patient_Risk_Profile,Avg_PartA_Coverage,Avg_Alzheimer_Risk,Avg_HeartFailure_Risk,Avg_KidneyDisease_Risk,Avg_Cancer_Risk,Avg_Annual_Reimbursement,PotentialFraud
PRV52127,5,72000,14400.0,20489.021450523203,5340.0,3.0,12.0,0.6,1.0,0.8,0.4,42448.0,No
PRV52128,53,462050,8717.924528301886,7197.1755567162945,53400.0,2.2830188679245285,12.0,0.5471698113207547,0.7735849056603774,0.660377358490566,0.1320754716981132,15827.358490566037,No
PRV52130,10,116000,11600.0,16754.435565279753,10680.0,2.4,12.0,0.4,0.9,0.6,0.0,22500.0,No
PRV52131,31,329900,10641.935483870968,13006.454146398455,29904.0,2.5483870967741935,12.0,0.5161290322580645,0.7741935483870968,0.7741935483870968,0.16129032258064516,19106.129032258064,No
PRV52133,2,7000,3500.0,707.1067811865476,2136.0,3.0,12.0,1.0,1.0,0.5,0.5,5180.0,No
PRV52135,210,1816300,8649.047619047618,7894.8789681138605,220008.0,2.3047619047619046,11.942857142857143,0.5047619047619047,0.7571428571428571,0.6285714285714286,0.1761904761904762,15557.666666666666,Yes
PRV52136,40,361000,9025.0,10286.878622540065,42720.0,2.4,12.0,0.45,0.8,0.675,0.15,14017.0,No
PRV52141,3,17000,5666.666666666667,3785.9388972001825,3204.0,2.6666666666666665,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,5833.333333333333,No
PRV52142,28,242900,8675.0,7868.484959352439,29904.0,2.0714285714285716,12.0,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.03571428571428571,19518.571428571428,No
PRV52144,12,89000,7416.666666666667,3396.7453227875044,12816.0,1.6666666666666667,12.0,0.3333333333333333,0.4166666666666667,0.5,0.16666666666666666,14131.666666666666,No
PRV52146,24,237000,9875.0,7719.610825964469,25632.0,2.7916666666666665,11.5,0.625,0.7083333333333334,0.6666666666666666,0.375,15404.166666666666,No
PRV52147,18,236000,13111.111111111111,12892.719737209143,19224.0,2.2222222222222223,12.0,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.2222222222222222,22704.444444444445,Yes
PRV52148,42,341000,8119.047619047619,6761.448758568705,44856.0,2.0952380952380953,12.0,0.47619047619047616,0.6904761904761905,0.5238095238095238,0.19047619047619047,14156.666666666666,No
PRV52149,16,154000,9625.0,9992.497185388645,14952.0,2.9375,12.0,0.625,0.875,0.625,0.3125,17742.5,No
PRV52150,31,368000,11870.967741935483,11427.282953481319,33108.0,2.0,12.0,0.3548387096774194,0.6774193548387096,0.6774193548387096,0.06451612903225806,20239.677419354837,No
PRV52151,47,455800,9697.872340425532,10403.75119141716,49128.0,2.297872340425532,12.0,0.3617021276595745,0.8085106382978723,0.574468085106383,0.23404255319148937,15753.191489361701,Yes
PRV52152,47,447980,9531.489361702128,9824.436919083875,46992.0,2.25531914893617,11.74468085106383,0.46808510638297873,0.6595744680851063,0.5957446808510638,0.2765957446808511,17898.297872340427,No
PRV52155,12,84000,7000.0,3384.4564489065974,12816.0,1.5,12.0,0.4166666666666667,0.5,0.25,0.25,10675.0,No
PRV52156,13,238000,18307.69230769231,24304.9535944994,13884.0,2.076923076923077,12.0,0.46153846153846156,0.6153846153846154,0.6153846153846154,0.15384615384615385,27327.69230769231,No
PRV52157,43,444000,10325.581395348838,11247.689562184078,44856.0,2.186046511627907,11.44186046511628,0.6046511627906976,0.7209302325581395,0.4883720930232558,0.11627906976744186,18514.418604651164,No
PRV52159,24,225000,9375.0,6233.2383934488835,25632.0,2.3333333333333335,12.0,0.4166666666666667,0.5833333333333334,0.7083333333333334,0.25,13780.833333333334,No
PRV52160,3,30000,10000.0,3464.1016151377544,3204.0,3.0,12.0,0.3333333333333333,1.0,1.0,0.0,23833.333333333332,No
PRV52162,1,14000,14000.0,0.0,1068.0,3.0,12.0,1.0,1.0,1.0,0.0,14000.0,No
PRV52163,2,12000,6000.0,1414.213562373095,2136.0,3.5,12.0,1.0,1.0,1.0,0.0,39000.0,No
PRV52165,10,91000,9100.0,3446.4152068167555,10680.0,1.8,12.0,0.5,0.7,0.4,0.1,12749.0,Yes
PRV52166,7,44000,6285.714285714285,5023.753102820165,7476.0,2.142857142857143,12.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.0,9787.142857142857,No
PRV52167,9,99000,11000.0,10816.653826391968,9612.0,2.888888888888889,12.0,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.2222222222222222,14231.111111111111,No
PRV52170,3,53000,17666.666666666668,22810.816147900834,3204.0,2.3333333333333335,12.0,0.6666666666666666,0.6666666666666666,1.0,0.0,22800.0,No
PRV52171,3,16000,5333.333333333333,3785.9388972001825,3204.0,2.6666666666666665,12.0,0.6666666666666666,1.0,0.6666666666666666,0.0,22613.333333333332,No
PRV52173,119,1381400,11608.403361344537,12087.678134504511,124956.0,2.2184873949579833,12.0,0.48739495798319327,0.773109243697479,0.5546218487394958,0.15126050420168066,19626.050420168067,Yes
PRV52176,21,312000,14857.142857142857,13293.929871507951,22428.0,1.8571428571428572,12.0,0.42857142857142855,0.6190476190476191,0.47619047619047616,0.19047619047619047,20722.380952380954,No
PRV52177,5,27000,5400.0,4827.007354458868,5340.0,2.2,12.0,0.8,0.8,0.6,0.0,9198.0,No
PRV52178,133,1379400,10371.42857142857,9984.386078671305,137772.0,2.4962406015037595,12.0,0.5714285714285714,0.7518796992481203,0.6766917293233082,0.19548872180451127,19015.639097744363,Yes
PRV52179,2,24000,12000.0,9899.494936611665,2136.0,3.5,12.0,1.0,1.0,1.0,0.0,24750.0,No
PRV52180,5,64400,12880.0,10058.429300840167,5340.0,2.8,12.0,0.8,0.8,1.0,0.0,15434.0,No
PRV52181,10,105000,10500.0,5911.3826169894,10680.0,1.8,12.0,0.4,0.8,0.6,0.0,12302.0,Yes
PRV52182,5,29000,5800.0,3114.4823004794875,5340.0,1.8,12.0,0.4,0.6,0.6,0.2,11458.0,No
PRV52188,14,165000,11785.714285714286,15338.130321464927,14952.0,1.7857142857142858,12.0,0.5,0.6428571428571429,0.2857142857142857,0.2857142857142857,17227.14285714286,No
PRV52192,6,49000,8166.666666666667,3250.6409624359726,6408.0,2.3333333333333335,12.0,0.5,0.6666666666666666,1.0,0.0,18431.666666666668,No
PRV52195,10,120000,12000.0,13490.737563232042,10680.0,2.5,12.0,0.7,1.0,0.4,0.1,16068.0,Yes
PRV52197,10,114000,11400.0,16567.70620480967,10680.0,2.2,12.0,0.7,0.8,0.3,0.3,15919.0,No
PRV52265,30,260000,8666.666666666666,6348.137567406101,30972.0,2.5,12.0,0.6,0.8333333333333334,0.5666666666666667,0.3333333333333333,14003.0,No
PRV52266,37,460400,12443.243243243243,12118.95990542048,37380.0,2.4054054054054053,12.0,0.5675675675675675,0.6486486486486487,0.7297297297297297,0.32432432432432434,28313.243243243243,No
PRV52267,10,78900,7890.0,4500.481455725969,10680.0,2.1,12.0,0.4,0.6,0.6,0.4,15075.0,No
PRV52278,16,235000,14687.5,15869.126209929349,17088.0,2.0,12.0,0.5625,0.75,0.4375,0.1875,16926.875,No
PRV52279,82,783000,9548.780487804877,10763.624658003453,85440.0,2.524390243902439,12.0,0.5975609756097561,0.7560975609756098,0.6097560975609756,0.23170731707317074,17523.658536585364,No
PRV52280,41,395000,9634.146341463415,6417.772579177979,42720.0,2.1951219512195124,12.0,0.4634146341463415,0.7317073170731707,0.6585365853658537,0.14634146341463414,14562.439024390244,Yes
PRV52281,41,408000,9951.219512195123,9772.285350705317,43788.0,2.3902439024390243,12.0,0.4878048780487805,0.8292682926829268,0.5609756097560976,0.21951219512195122,17683.658536585364,No
PRV52282,6,77000,12833.333333333334,8010.40989379861,5340.0,2.6666666666666665,12.0,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,15900.0,No
PRV52283,66,594700,9010.60606060606,10158.80260642318,69420.0,2.409090909090909,12.0,0.45454545454545453,0.7272727272727273,0.6515151515151515,0.25757575757575757,19325.60606060606,Yes
PRV52285,19,144000,7578.9473684210525,8719.810073579485,19224.0,2.1052631578947367,12.0,0.3157894736842105,0.7894736842105263,0.5263157894736842,0.2631578947368421,13255.263157894737,No
PRV52286,5,90000,18000.0,16777.961735562516,5340.0,1.8,12.0,0.4,0.4,0.6,0.0,24200.0,No
PRV52289,4,18000,4500.0,2380.4761428476168,4272.0,2.0,9.0,0.5,0.75,0.5,0.0,16892.5,No
PRV52290,10,68000,6800.0,2573.3678754158377,10680.0,2.4,12.0,0.6,0.8,0.5,0.2,12127.0,No
PRV52291,17,128000,7529.411764705882,4925.92183071889,18156.0,2.235294117647059,12.0,0.47058823529411764,0.7058823529411765,0.5294117647058824,0.17647058823529413,10419.411764705883,No
PRV52292,25,303000,12120.0,9043.045209809949,26700.0,2.44,12.0,0.24,0.88,0.68,0.28,16796.0,Yes
PRV52294,7,54000,7714.285714285715,4461.47530585589,7476.0,2.142857142857143,12.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.14285714285714285,10504.285714285714,No
PRV52295,5,19000,3800.0,836.6600265340755,5340.0,1.2,12.0,0.4,0.2,0.4,0.2,3822.0,No
PRV52296,2,12000,6000.0,5656.85424949238,2136.0,1.5,12.0,0.0,0.5,0.5,0.0,6500.0,No
PRV52298,9,93000,10333.333333333334,12825.75533838066,8544.0,2.3333333333333335,12.0,0.4444444444444444,0.8888888888888888,0.6666666666666666,0.1111111111111111,27817.777777777777,No
PRV52300,3,55000,18333.333333333332,13576.941236277533,3204.0,2.3333333333333335,12.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,23166.666666666668,No
PRV52302,11,127000,11545.454545454546,15351.63598033536,10680.0,1.8181818181818181,12.0,0.36363636363636365,0.7272727272727273,0.5454545454545454,0.09090909090909091,23810.909090909092,No
PRV52303,23,258000,11217.391304347826,13375.542543759522,23496.0,2.1739130434782608,12.0,0.34782608695652173,0.8260869565217391,0.6956521739130435,0.08695652173913043,23505.217391304348,No
PRV52307,53,770000,14528.301886792453,15516.249266228198,54468.0,2.2641509433962264,12.0,0.5094339622641509,0.6792452830188679,0.6037735849056604,0.22641509433962265,23873.584905660377,Yes
PRV52308,40,364700,9117.5,8207.778908778222,42720.0,2.575,12.0,0.6,0.825,0.7,0.175,19814.75,Yes
PRV52314,40,412000,10300.0,9997.948507517647,40584.0,2.275,11.7,0.475,0.675,0.675,0.175,18535.75,No
PRV52315,5,40000,8000.0,5244.044240850758,5340.0,2.6,12.0,0.8,1.0,0.8,0.0,18450.0,No
PRV52317,2,24000,12000.0,0.0,2136.0,1.0,12.0,0.0,0.5,0.5,0.0,12100.0,No
PRV52320,69,796000,11536.231884057972,12827.56649030073,72624.0,2.289855072463768,12.0,0.42028985507246375,0.7971014492753623,0.5797101449275363,0.17391304347826086,17077.971014492752,Yes
PRV52321,33,367000,11121.212121212122,8988.734531893157,34176.0,2.0606060606060606,12.0,0.5454545454545454,0.696969696969697,0.45454545454545453,0.15151515151515152,19650.303030303032,Yes
PRV52325,27,255900,9477.777777777777,7110.249012913755,28836.0,2.7037037037037037,12.0,0.5555555555555556,0.7037037037037037,0.7777777777777778,0.2222222222222222,23124.074074074073,Yes
PRV52326,8,66000,8250.0,3882.1937833431975,8544.0,2.625,12.0,0.625,0.75,0.75,0.0,24100.0,No
PRV52331,9,55000,6111.111111111111,3295.619988880865,8544.0,1.6666666666666667,12.0,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.1111111111111111,7342.222222222223,No
PRV52334,8,93000,11625.0,9575.82521621132,8544.0,2.375,10.5,0.375,0.75,0.625,0.375,17603.75,No
PRV52335,2,26000,13000.0,12727.922061357855,2136.0,1.5,12.0,0.5,0.5,0.5,0.0,18960.0,No
PRV52340,224,2075400,9265.17857142857,9193.009723189669,238164.0,2.424107142857143,11.696428571428571,0.5357142857142857,0.8035714285714286,0.5982142857142857,0.20535714285714285,20333.125,Yes
PRV52342,51,597000,11705.882352941177,13491.173585195706,53400.0,2.0,12.0,0.4117647058823529,0.7058823529411765,0.5490196078431373,0.11764705882352941,20757.843137254902,No
PRV52343,42,404200,9623.809523809523,8002.737626825555,44856.0,2.3333333333333335,12.0,0.5476190476190477,0.8333333333333334,0.5476190476190477,0.09523809523809523,13517.142857142857,Yes
PRV52344,23,249000,10826.08695652174,5157.978584969498,24564.0,2.5217391304347827,12.0,0.5652173913043478,0.6086956521739131,0.6956521739130435,0.30434782608695654,17131.304347826088,No
PRV52346,19,201000,10578.947368421053,6551.639230619092,18156.0,2.526315789473684,11.368421052631579,0.42105263157894735,0.7894736842105263,0.7894736842105263,0.2631578947368421,17460.0,No
PRV52347,50,626400,12528.0,15075.74129222852,53400.0,2.58,12.0,0.62,0.78,0.64,0.18,20015.2,Yes
PRV52348,9,85000,9444.444444444445,6306.9626428081665,9612.0,2.111111111111111,12.0,0.6666666666666666,0.4444444444444444,0.5555555555555556,0.0,20674.444444444445,No
PRV52350,7,30000,4285.714285714285,3093.772546815388,7476.0,2.0,12.0,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.0,11128.57142857143,No
PRV52353,6,140000,23333.333333333332,37787.12302711952,6408.0,3.3333333333333335,12.0,0.8333333333333334,1.0,0.6666666666666666,0.5,53850.0,No
PRV52357,8,69000,8625.0,3889.0872965260114,8544.0,2.125,12.0,0.625,0.625,0.625,0.125,16862.5,No
PRV52359,42,413000,9833.333333333334,6435.104436269163,44856.0,2.4047619047619047,11.714285714285714,0.5238095238095238,0.7619047619047619,0.6428571428571429,0.11904761904761904,18861.190476190477,No
PRV52362,9,90300,10033.333333333334,10368.702908271604,9612.0,2.2222222222222223,12.0,0.7777777777777778,0.4444444444444444,0.4444444444444444,0.2222222222222222,16143.333333333334,No
PRV52366,25,226300,9052.0,8390.526403827911,26700.0,2.32,12.0,0.56,0.84,0.56,0.2,17557.2,No
PRV52367,4,59000,14750.0,12763.88133236386,4272.0,2.75,12.0,0.5,0.75,0.75,0.5,18847.5,No
PRV52372,27,268000,9925.925925925925,6462.471103496925,28836.0,2.4444444444444446,12.0,0.5925925925925926,0.7037037037037037,0.7777777777777778,0.1111111111111111,14108.888888888889,No
PRV52373,3,38000,12666.666666666666,9865.765724632494,3204.0,2.3333333333333335,12.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,12700.0,No
PRV52378,3,11000,3666.6666666666665,3511.8845842842466,3204.0,3.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,7603.333333333333,No
PRV52387,13,106000,8153.846153846154,5304.811555656397,13884.0,2.1538461538461537,12.0,0.38461538461538464,0.7692307692307693,0.5384615384615384,0.15384615384615385,12307.692307692309,No
PRV52392,5,50000,10000.0,5244.044240850758,5340.0,2.0,12.0,0.6,1.0,0.2,0.0,15272.0,No
PRV52393,16,178000,11125.0,9471.888231322553,16020.0,2.5625,12.0,0.4375,0.875,0.6875,0.1875,42628.75,No
PRV52394,3,16000,5333.333333333333,2309.4010767585028,3204.0,3.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,16050.0,No
PRV52396,17,148000,8705.882352941177,4934.124870257553,18156.0,2.411764705882353,12.0,0.4117647058823529,0.7058823529411765,0.7058823529411765,0.23529411764705882,15649.411764705883,Yes
PRV52398,12,188000,15666.666666666666,26537.566283335484,11748.0,3.0,11.0,0.5833333333333334,0.75,0.9166666666666666,0.3333333333333333,37885.833333333336,No
PRV52401,4,51000,12750.0,15945.218719101975,4272.0,1.5,12.0,0.25,0.5,0.5,0.0,32580.0,No
PRV52402,57,535000,9385.964912280702,10130.848198104271,59808.0,2.43859649122807,12.0,0.49122807017543857,0.7192982456140351,0.6666666666666666,0.2631578947368421,14127.719298245614,No
PRV52403,2,13000,6500.0,4949.747468305833,2136.0,2.5,12.0,1.0,0.5,0.5,0.0,6500.0,No
PRV52404,7,59000,8428.57142857143,6373.307431706682,7476.0,2.2857142857142856,11.285714285714286,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.2857142857142857,10475.714285714286,No
PRV52405,22,169000,7681.818181818182,5923.209905483309,23496.0,2.1818181818181817,12.0,0.5,0.7727272727272727,0.5454545454545454,0.22727272727272727,14026.363636363636,No
PRV52419,5,68000,13600.0,11588.787684654508,4272.0,3.8,12.0,0.6,1.0,0.8,0.8,45442.0,No
PRV52427,3,30000,10000.0,6928.203230275509,3204.0,3.3333333333333335,12.0,1.0,1.0,1.0,0.3333333333333333,12813.333333333334,No
PRV52445,5,102000,20400.0,17840.96409950987,5340.0,2.6,12.0,0.8,0.6,0.8,0.0,31168.0,Yes
PRV52446,10,129000,12900.0,16237.473804614914,10680.0,1.8,12.0,0.5,0.6,0.5,0.0,20169.0,No
PRV52449,6,126000,21000.0,21661.024906499693,6408.0,2.8333333333333335,12.0,0.3333333333333333,1.0,1.0,0.3333333333333333,33000.0,No
PRV52452,2,20000,10000.0,2828.42712474619,2136.0,3.0,12.0,1.0,1.0,0.5,0.0,10200.0,No
PRV52457,9,117000,13000.0,10012.492197250393,8544.0,2.2222222222222223,12.0,0.3333333333333333,0.8888888888888888,0.5555555555555556,0.2222222222222222,19068.88888888889,No
PRV52458,1,27000,27000.0,0.0,1068.0,1.0,12.0,0.0,0.0,1.0,0.0,27050.0,No
PRV52459,50,505900,10118.0,10938.281214083287,52332.0,2.48,12.0,0.48,0.86,0.66,0.18,16648.8,No
PRV52460,13,90000,6923.076923076923,5544.6902297233655,13884.0,2.230769230769231,12.0,0.5384615384615384,0.7692307692307693,0.46153846153846156,0.07692307692307693,16556.923076923078,No
PRV52461,7,48000,6857.142857142857,2410.295378065479,7476.0,2.4285714285714284,12.0,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.0,8945.714285714286,No
PRV52462,2,16000,8000.0,4242.640687119285,1068.0,2.5,12.0,1.0,1.0,0.0,0.5,28270.0,No
PRV52463,1,5000,5000.0,0.0,1068.0,3.0,12.0,1.0,1.0,1.0,0.0,5120.0,No
PRV52464,2,12000,6000.0,2828.42712474619,2136.0,3.0,12.0,0.5,0.5,1.0,0.5,12590.0,No
PRV52466,13,139000,10692.307692307691,9664.234884223164,13884.0,2.076923076923077,11.076923076923077,0.5384615384615384,0.46153846153846156,0.6923076923076923,0.15384615384615385,23806.923076923078,No
PRV52467,8,169000,21125.0,41364.01990688457,8544.0,2.0,12.0,0.125,0.625,0.75,0.0,47072.5,Yes
PRV52468,3,29000,9666.666666666666,7637.6261582597335,3204.0,1.0,12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,33006.666666666664,No
PRV52469,6,54000,9000.0,2756.809750418044,6408.0,1.3333333333333333,12.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.0,11635.0,No
PRV52472,18,187000,10388.888888888889,11798.000273669957,18156.0,2.0555555555555554,12.0,0.3333333333333333,0.6666666666666666,0.6111111111111112,0.2777777777777778,14273.888888888889,No
PRV52474,22,224000,10181.818181818182,11958.803745065265,22428.0,1.9090909090909092,12.0,0.22727272727272727,0.6818181818181818,0.5,0.13636363636363635,19549.090909090908,No
PRV52476,6,84000,14000.0,16443.843832875573,6408.0,2.5,12.0,0.5,0.6666666666666666,0.8333333333333334,0.16666666666666666,27600.0,No
PRV52478,5,21000,4200.0,1483.2396974191327,5340.0,3.4,12.0,0.8,1.0,0.8,0.0,15286.0,No
PRV52480,5,40000,8000.0,4847.679857416329,5340.0,3.4,12.0,0.8,1.0,1.0,0.2,13996.0,No
PRV52495,12,97000,8083.333333333333,5534.328132554834,12816.0,1.9166666666666667,11.0,0.5,0.5833333333333334,0.4166666666666667,0.25,11598.333333333334,No
PRV52497,4,55000,13750.0,4991.65971062398,4272.0,2.5,12.0,0.5,1.0,0.5,0.25,20000.0,Yes
PRV52499,8,115000,14375.0,13490.075717250176,7476.0,1.75,12.0,0.25,0.75,0.375,0.25,15217.5,No
PRV52500,7,55000,7857.142857142857,5273.47359996462,7476.0,2.2857142857142856,12.0,0.42857142857142855,1.0,0.42857142857142855,0.14285714285714285,16585.714285714286,No
PRV52502,26,232070,8925.76923076923,11444.827014184853,26700.0,2.230769230769231,12.0,0.6923076923076923,0.7307692307692307,0.6538461538461539,0.0,17960.384615384617,Yes
PRV52503,5,44000,8800.0,6457.553716385176,5340.0,2.6,12.0,0.4,1.0,0.6,0.4,14326.0,No
PRV52504,14,112200,8014.285714285715,4713.622997041846,14952.0,2.857142857142857,12.0,0.6428571428571429,0.7142857142857143,0.5714285714285714,0.35714285714285715,18589.285714285714,Yes
PRV52508,2,23000,11500.0,3535.5339059327375,2136.0,3.0,12.0,0.5,1.0,1.0,0.0,64180.0,No
PRV52509,6,96000,16000.0,20639.767440550295,6408.0,2.6666666666666665,12.0,0.3333333333333333,1.0,1.0,0.16666666666666666,16000.0,No
PRV52511,75,675200,9002.666666666666,9646.760740932306,79032.0,2.0,11.84,0.4266666666666667,0.6933333333333334,0.5466666666666666,0.18666666666666668,17113.733333333334,Yes
PRV52518,1,57000,57000.0,0.0,1068.0,3.0,12.0,1.0,1.0,1.0,0.0,63850.0,No
PRV52519,6,98000,16333.333333333334,9437.513796899406,6408.0,2.1666666666666665,12.0,0.16666666666666666,0.6666666666666666,0.5,0.6666666666666666,16475.0,No
PRV52530,1,3000,3000.0,0.0,1068.0,1.0,12.0,0.0,1.0,0.0,0.0,6180.0,No
PRV52536,1,14000,14000.0,0.0,1068.0,3.0,12.0,1.0,1.0,1.0,0.0,14000.0,No
PRV52537,1,57000,57000.0,0.0,1068.0,1.0,12.0,0.0,1.0,0.0,0.0,57000.0,No
PRV52541,5,41000,8200.0,4816.637831516919,5340.0,1.8,9.6,0.4,0.8,0.6,0.0,10480.0,No
PRV52544,6,34000,5666.666666666667,6153.589738247641,6408.0,2.0,10.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,8790.0,No
PRV52548,5,37000,7400.0,2966.4793948382653,5340.0,1.8,12.0,0.2,0.8,0.6,0.0,13130.0,No
PRV52549,6,39000,6500.0,6410.928169929843,6408.0,2.3333333333333335,12.0,0.5,1.0,0.3333333333333333,0.16666666666666666,17180.0,No
PRV52552,11,107000,9727.272727272728,6739.301285606825,11748.0,2.5454545454545454,12.0,0.6363636363636364,0.6363636363636364,0.9090909090909091,0.18181818181818182,16546.363636363636,No
PRV52553,4,60000,15000.0,9201.449161228174,4272.0,3.0,12.0,0.5,1.0,0.75,0.5,39752.5,No
PRV52556,46,447000,9717.391304347826,9851.481656139651,48060.0,2.1956521739130435,11.73913043478261,0.5217391304347826,0.7391304347826086,0.5217391304347826,0.13043478260869565,18875.0,No
PRV52562,6,72000,12000.0,8342.661445845684,5340.0,2.1666666666666665,12.0,0.5,0.8333333333333334,0.3333333333333333,0.0,17836.666666666668,No
PRV52564,5,35000,7000.0,2345.207879911715,5340.0,2.6,12.0,0.6,0.6,0.4,0.8,37764.0,No
PRV52565,11,109000,9909.09090909091,11067.561117559237,11748.0,1.9090909090909092,12.0,0.36363636363636365,0.7272727272727273,0.5454545454545454,0.09090909090909091,14943.636363636364,No
PRV52566,22,219400,9972.727272727272,7907.632347969229,23496.0,2.227272727272727,12.0,0.5454545454545454,0.7272727272727273,0.5909090909090909,0.18181818181818182,18440.909090909092,No
PRV52570,8,62000,7750.0,4949.747468305833,8544.0,2.0,10.5,0.375,0.5,0.5,0.125,18650.0,No
PRV52574,146,1498900,10266.438356164384,10374.36680176449,153792.0,2.26027397260274,11.917808219178083,0.4931506849315068,0.6917808219178082,0.5753424657534246,0.2328767123287671,19760.753424657534,Yes
PRV52576,3,42000,14000.0,8888.194417315588,3204.0,3.0,12.0,0.6666666666666666,1.0,1.0,0.0,37636.666666666664,No
PRV52578,37,348000,9405.405405405405,7255.111069903522,38448.0,2.081081081081081,12.0,0.2702702702702703,0.5945945945945946,0.5675675675675675,0.2972972972972973,18222.702702702703,Yes
PRV52582,19,190000,10000.0,12009.25568976788,20292.0,2.1052631578947367,12.0,0.3684210526315789,0.8421052631578947,0.631578947368421,0.15789473684210525,12350.526315789473,No
PRV52583,26,196000,7538.461538461538,5061.468318429103,26700.0,2.6538461538461537,12.0,0.5384615384615384,0.8076923076923077,0.7307692307692307,0.2692307692307692,14232.307692307691,No
PRV52584,3,45000,15000.0,3605.5512754639894,3204.0,4.333333333333333,9.333333333333334,1.0,1.0,1.0,0.3333333333333333,33976.666666666664,No
PRV52588,17,167000,9823.529411764706,6074.900144422612,18156.0,1.8823529411764706,11.294117647058824,0.23529411764705882,0.5882352941176471,0.7058823529411765,0.11764705882352941,13965.29411764706,No
PRV52589,81,723800,8935.802469135802,7654.987077748323,85440.0,2.1481481481481484,12.0,0.5185185185185185,0.691358024691358,0.6419753086419753,0.12345679012345678,18118.395061728395,Yes
PRV52590,115,1204050,10470.0,12208.56723924178,121752.0,2.591304347826087,12.0,0.5304347826086957,0.7652173913043478,0.6869565217391305,0.28695652173913044,19944.695652173912,Yes
PRV52592,7,56000,8000.0,5291.502622129181,7476.0,2.4285714285714284,12.0,0.7142857142857143,1.0,0.7142857142857143,0.0,13722.857142857143,No
PRV52602,9,84000,9333.333333333334,9721.11104761179,8544.0,2.5555555555555554,12.0,0.3333333333333333,0.8888888888888888,1.0,0.0,14480.0,No
PRV52608,1,3000,3000.0,0.0,1068.0,2.0,12.0,0.0,0.0,1.0,0.0,3030.0,No
PRV52609,5,58000,11600.0,2880.972058177587,5340.0,2.4,12.0,0.6,0.6,0.6,0.4,18432.0,Yes
PRV52610,1,3000,3000.0,0.0,1068.0,3.0,12.0,1.0,1.0,0.0,1.0,6500.0,No
PRV52611,9,80000,8888.888888888889,8373.23779138698,9612.0,1.5555555555555556,12.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.1111111111111111,17172.222222222223,No
PRV52615,2,18000,9000.0,4242.640687119285,2136.0,1.5,12.0,0.0,1.0,0.5,0.0,9000.0,No
PRV52617,42,349000,8309.52380952381,9288.041341576483,43788.0,2.238095238095238,11.714285714285714,0.4523809523809524,0.6904761904761905,0.5952380952380952,0.16666666666666666,16657.380952380954,No
PRV52621,24,176000,7333.333333333333,4815.434123430768,24564.0,2.0,11.5,0.5416666666666666,0.5416666666666666,0.7083333333333334,0.08333333333333333,15251.666666666666,No
PRV52622,4,16000,4000.0,2000.0,4272.0,0.75,12.0,0.0,0.25,0.5,0.0,5780.0,No
PRV52623,10,147000,14700.0,15613.740387520502,10680.0,2.6,12.0,0.5,0.8,0.8,0.2,18570.0,No
PRV52627,3,46000,15333.333333333334,18770.54430040145,3204.0,2.0,12.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,15333.333333333334,No
PRV52630,87,774400,8901.149425287356,6431.309575001461,91848.0,2.1839080459770117,12.0,0.41379310344827586,0.7011494252873564,0.6781609195402298,0.19540229885057472,16578.3908045977,Yes
PRV52634,58,420400,7248.275862068966,5111.021506005012,60876.0,2.413793103448276,12.0,0.5517241379310345,0.7068965517241379,0.5862068965517241,0.25862068965517243,11836.034482758621,No
PRV52641,21,164000,7809.523809523809,6079.630314575448,22428.0,2.142857142857143,12.0,0.5238095238095238,0.7142857142857143,0.42857142857142855,0.3333333333333333,12181.904761904761,No
PRV52642,146,1252000,8575.342465753425,6734.200530015429,152724.0,2.4452054794520546,12.0,0.5,0.7945205479452054,0.6575342465753424,0.1917808219178082,15621.506849315068,Yes
PRV52644,9,64000,7111.111111111111,4196.559437338057,9612.0,2.5555555555555554,12.0,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.2222222222222222,11823.333333333334,No
PRV52646,34,292000,8588.235294117647,6527.877965375716,35244.0,2.6470588235294117,12.0,0.5294117647058824,0.7352941176470589,0.7058823529411765,0.23529411764705882,16599.117647058825,No
